,Valor,Calificacion,Area
4990,1039869,8.0,3921
4991,987443,8.0,1180
4992,479637,6.0,4860
4993,644181,1.0,1174
4995,1091196,8.0,4878
4996,1117014,3.0,3924
4997,1109971,8.0,1416
4998,1070940,7.0,1708
4999,985303,8.0,815
5000,709779,10.0,2723
5002,483596,9.0,4739
5003,856385,9.0,2411
5004,1088859,8.0,2732
5005,638423,8.0,4573
5006,882541,4.0,1087
5007,630877,10.0,467
5008,422049,3.0,1278
5009,663867,10.0,2778
5010,1101239,8.0,525
5011,986165,8.0,4538
5012,805799,1.0,501
5013,382623,9.0,3475
5015,744560,3.0,4415
5016,656377,1.0,2013
5017,862948,3.0,2931
5018,573308,3.0,393
5019,991174,9.0,2651
5020,477039,7.0,813
5021,972589,1.0,570
5022,834427,6.0,4526
5023,558840,2.0,553
5024,1024066,3.0,595
5025,580002,3.0,3004
5026,573673,9.0,860
5028,770534,8.0,1916
5029,1065834,9.0,4985
5030,693759,9.0,1744
5032,538875,2.0,660
5033,969209,7.0,3682
5034,1046899,5.0,2879
5035,766506,1.0,1288
5037,488291,6.0,3167
5038,1088463,8.0,586
5039,691479,8.0,4128
5040,865388,5.0,2413
5041,510997,3.0,944
5042,971399,9.0,4964
5043,782503,6.0,4343
5044,1086957,3.0,895
5045,917532,7.0,983
5046,533452,9.0,4184
5048,404899,2.0,4618
5049,572232,5.0,4064
5050,479617,1.0,4485
5051,745610,8.0,1911
5053,940097,3.0,3983
5054,1031079,10.0,1401
5055,495649,10.0,502
5057,805025,3.0,4561
5058,523966,5.0,1409
5059,824671,9.0,2599
5060,807146,6.0,278
5061,453900,1.0,690
5063,924786,7.0,881
5064,489891,9.0,2942
5065,1041143,8.0,3138
5066,1002829,9.0,4656
5067,599082,4.0,4634
5068,657289,6.0,4052
5069,879130,9.0,4440
5070,414661,6.0,1616
5071,686338,9.0,3163
5072,409709,10.0,3850
5073,586480,4.0,455
5074,928493,7.0,914
5075,921532,3.0,3954
5076,623639,8.0,4682
5077,787783,1.0,980
5078,489774,6.0,1809
5080,931858,3.0,3663
5081,935043,8.0,4048
5082,536402,1.0,1996
5083,844999,2.0,411
5084,674027,7.0,4027
5085,739376,3.0,406
5086,1036160,3.0,4023
5087,917808,8.0,3057
5088,584592,5.0,269
5090,764294,3.0,167
5091,1036150,10.0,2075
5092,694156,3.0,4062
5093,875953,1.0,2543
5094,660687,5.0,4638
5095,434827,10.0,1498
5096,569621,6.0,1408
5098,803657,1.0,3930
5099,1026267,9.0,3579
5100,595054,1.0,4789
5101,736931,7.0,652
5102,860950,6.0,2041
5103,751271,3.0,1841
5104,958304,5.0,2981
5105,1054335,3.0,1523
5106,520536,6.0,482
5107,474548,5.0,3146
5108,937639,2.0,1740
5109,816382,4.0,1402
5110,691506,6.0,3657
5111,965293,4.0,933
5112,671481,2.0,2872
5113,1045152,5.0,2903
5114,580263,7.0,4060
5115,955514,7.0,3856
5116,923982,9.0,4191
5117,1035346,6.0,3940
5118,805512,9.0,820
5119,851088,7.0,3072
5120,415971,6.0,2656
5121,816308,7.0,2425
5122,1087900,3.0,4159
5123,424316,3.0,2598
5124,780696,6.0,3848
5125,462803,6.0,2302
5126,660416,6.0,2200
5127,695623,4.0,4332
5128,777315,4.0,2410
5129,1081788,4.0,358
5130,1085330,5.0,2287
5131,1098833,3.0,4126
5133,477758,1.0,809
5134,605826,4.0,2034
5135,937312,5.0,1847
5137,551022,6.0,854
5138,1149549,6.0,4710
5139,898206,1.0,1112
5140,837554,8.0,4673
5141,556808,2.0,296
5143,753461,6.0,4286
5144,743733,8.0,3768
5145,491878,6.0,3653
5146,618286,1.0,634
5147,987112,10.0,2492
5148,708629,3.0,3225
5149,859918,3.0,4916
5150,1125296,1.0,2049
5152,721775,2.0,1877
5153,1100291,6.0,1716
5154,363342,2.0,1097
5155,1001593,6.0,2725
5156,398099,5.0,4907
5157,1092875,1.0,4336
5158,825708,1.0,2350
5159,458185,3.0,1943
5160,1106654,5.0,3397
5161,359602,1.0,2308
5162,1134819,2.0,1050
5163,1049812,1.0,3425
5164,622742,6.0,4040
5165,977336,4.0,3057
5166,588403,10.0,2940
5167,560573,7.0,3734
5168,540709,1.0,4563
5169,824829,5.0,1815
5171,450773,5.0,2829
5172,853167,7.0,743
5173,708980,3.0,1595
5174,496138,1.0,2552
5175,426185,4.0,1866
5176,953215,3.0,661
5177,732384,3.0,2672
5178,1075808,6.0,3262
5179,482127,6.0,3515
5180,556584,2.0,4266
5181,864893,1.0,4951
5182,687882,2.0,1900
5183,843438,8.0,1372
5184,396497,6.0,1220
5185,634907,8.0,669
5186,541734,8.0,3344
5187,569583,1.0,555
5188,1055912,8.0,1388
5189,777315,5.0,2352
5190,871882,8.0,2642
5191,970105,9.0,4562
5192,350695,8.0,3675
5193,366162,5.0,1991
5194,492253,1.0,4124
5195,1146326,3.0,3908
5196,511737,10.0,2699
5197,476172,2.0,2132
5198,967590,5.0,1276
5199,825901,9.0,3275
5200,1042200,10.0,2610
5201,1065659,2.0,3917
5202,451343,5.0,4865
5204,505736,6.0,4903
5206,1089261,7.0,816
5207,576323,10.0,1809
5208,452680,7.0,750
5209,589317,5.0,2876
5210,1045532,4.0,366
5211,675333,5.0,4016
5213,692520,3.0,2274
5214,1081493,10.0,2346
5216,902907,1.0,4727
5217,920808,1.0,2436
5218,929753,1.0,373
5219,489078,5.0,1844
5220,794662,7.0,421
5221,615622,2.0,4240
5222,744145,1.0,3322
5223,480148,8.0,2591
5224,583127,6.0,1611
5225,1095190,6.0,4945
5226,372325,9.0,1162
5227,520606,5.0,239
5228,1145067,3.0,1086
5229,609775,2.0,199
5230,993087,2.0,2719
5231,846905,7.0,2179
5232,425025,6.0,1109
5233,821851,5.0,2737
5234,464237,6.0,4551
5235,1090632,5.0,759
5237,359147,10.0,3650
5238,384468,5.0,2116
5240,543389,1.0,1967
5241,497843,9.0,2601
5242,827955,10.0,193
5243,592081,7.0,1112
5244,567945,6.0,4018
5245,599896,9.0,4465
5246,864200,6.0,844
5247,932947,10.0,2101
5248,871028,6.0,3411
5249,468058,2.0,2199
5250,1020399,5.0,2064
5251,1011372,1.0,4897
5252,1128283,7.0,2424
5253,927837,6.0,3459
5254,949194,10.0,2071
5255,856294,6.0,318
5257,797293,6.0,1165
5259,1030247,8.0,1815
5260,704766,7.0,4085
5261,649424,2.0,4625
5262,1068683,6.0,4875
5263,1127304,9.0,4887
5264,794704,9.0,2858
5265,603191,2.0,589
5266,658344,5.0,1301
5267,511222,3.0,3655
5270,929791,1.0,460
5271,686771,4.0,1617
5272,532607,6.0,3910
5273,768524,4.0,2103
5275,539322,8.0,2352
5276,1142889,9.0,437
5277,1001848,5.0,3192
5278,387769,4.0,1155
5279,549784,10.0,3095
5280,676993,8.0,2710
5281,1014184,9.0,3029
5283,689732,1.0,733
5284,399139,4.0,4383
5285,615448,10.0,491
5286,618733,9.0,1383
5287,1099163,2.0,732
5288,671746,9.0,4547
5289,822897,6.0,295
5290,873900,1.0,2474
5291,618394,9.0,3974
5292,1138066,9.0,786
5293,768321,4.0,951
5296,1020204,6.0,3726
5297,907777,9.0,2767
5298,722977,7.0,2897
5299,486743,8.0,3006
5301,833208,2.0,4756
5302,701329,4.0,2220
5304,415675,5.0,1021
5305,855368,9.0,966
5306,1036478,1.0,470
5307,1141797,5.0,1217
5308,1091365,2.0,1280
5309,597802,1.0,841
5311,749136,2.0,1655
5312,1017812,8.0,3319
5313,630802,4.0,2859
5314,548891,8.0,3091
5315,1124112,1.0,1890
5316,380441,9.0,3337
5318,361165,4.0,3194
5319,696971,3.0,3836
5320,490349,2.0,2412
5321,782069,9.0,811
5322,554114,3.0,2742
5323,937302,1.0,2696
5324,873169,8.0,3259
5325,897799,8.0,363
5326,844591,8.0,3139
5327,738751,5.0,1601
5329,509282,6.0,482
5330,821849,7.0,3833
5331,616048,5.0,4499
5332,1100521,5.0,4895
5333,619931,6.0,3211
5337,634598,8.0,4343
5338,942632,6.0,2797
5339,494461,4.0,613
5340,816832,6.0,4141
5341,517459,7.0,3074
5342,1072517,1.0,1754
5343,520648,9.0,2126
5344,506979,6.0,1468
5345,666033,8.0,4136
5347,1096968,3.0,1675
5348,402194,9.0,3373
5349,903041,7.0,3733
5350,485942,4.0,1329
5351,1052985,4.0,1491
5353,792457,3.0,2020
5354,937161,6.0,3192
5355,558589,3.0,621
5356,641213,4.0,2842
5357,555456,4.0,4161
5358,705441,9.0,161
5359,1000951,6.0,3363
5360,1062510,9.0,4278
5361,985244,3.0,185
5363,451990,5.0,445
5364,692965,6.0,1288
5365,1056774,6.0,2159
5366,1111029,7.0,3023
5368,1015211,1.0,3673
5369,1060180,4.0,4638
5370,542817,1.0,676
5371,1046981,2.0,3619
5372,413956,10.0,565
5373,1032421,7.0,4498
5374,727528,6.0,1173
5375,928763,2.0,4311
5376,713294,3.0,2789
5377,682446,6.0,2603
5378,865065,3.0,1627
5379,938511,10.0,3576
5380,1035040,2.0,2967
5381,839101,1.0,2110
5382,462155,3.0,4473
5383,926828,3.0,1370
5384,619520,7.0,278
5385,1070669,1.0,275
5386,790484,5.0,2691
5387,796127,5.0,1768
5388,382198,8.0,1425
5390,524183,6.0,3935
5391,513732,7.0,4056
5392,483092,7.0,2584
5393,940081,1.0,4298
5394,1047486,6.0,744
5395,433569,7.0,2842
5396,553716,9.0,3422
5397,512873,9.0,3518
5398,684874,8.0,828
5399,925176,6.0,961
5401,1118467,10.0,2332
5402,696776,6.0,956
5403,725838,6.0,3372
5405,373313,1.0,1561
5407,1004551,5.0,3231
5408,885672,1.0,4144
5409,656903,5.0,3680
5410,1104249,10.0,4030
5411,660124,3.0,2487
5412,687939,5.0,1560
5413,1073341,8.0,1264
5414,910876,4.0,3888
5415,639363,2.0,1808
5416,1107589,1.0,393
5417,565111,7.0,4618
5418,364500,5.0,1806
5419,680375,2.0,3700
5420,503020,1.0,4549
5421,438527,3.0,4884
5423,855788,8.0,4134
5424,1127526,2.0,4157
5425,683504,3.0,381
5426,514817,6.0,4311
5427,457935,1.0,4624
5429,715578,7.0,3621
5430,1102355,6.0,4724
5431,425298,4.0,3869
5434,806568,7.0,1754
5435,1146503,5.0,4076
5436,691728,1.0,570
5437,842709,7.0,3037
5438,944451,6.0,1077
5439,663293,2.0,199
5441,699046,6.0,3825
5443,592347,6.0,4809
5444,638159,2.0,3167
5445,518484,7.0,718
5447,386169,6.0,3203
5448,999393,6.0,3951
5449,801755,6.0,3788
5450,682863,7.0,4676
5451,1054252,6.0,1020
5452,769747,9.0,1511
5453,1012527,6.0,2578
5455,821261,6.0,4457
5456,496116,7.0,1705
5457,573968,5.0,1125
5458,761803,6.0,2404
5459,754868,7.0,365
5460,614645,6.0,1001
5461,968754,9.0,1523
5462,798560,1.0,3314
5463,935567,5.0,310
5464,453745,6.0,758
5465,611987,8.0,426
5467,477613,3.0,3155
5468,409709,6.0,4620
5469,740778,8.0,660
5470,496485,6.0,532
5471,942650,6.0,2848
5472,1092222,7.0,520
5473,831178,3.0,267
5474,639132,1.0,4839
5475,773688,4.0,4638
5476,519401,9.0,922
5477,966343,2.0,854
5478,846133,9.0,3105
5479,609748,3.0,4762
5480,924184,10.0,4456
5481,1095771,4.0,4773
5483,632479,7.0,3928
5484,749738,10.0,2841
5485,900450,1.0,4501
5486,677243,4.0,660
5487,727693,2.0,1007
5488,986692,9.0,2378
5489,733153,8.0,963
5491,642431,4.0,809
5492,1113349,8.0,4343
5493,606599,7.0,1706
5494,719752,1.0,251
5495,419970,1.0,4502
5496,1075434,2.0,266
5497,556592,8.0,1668
5498,558728,1.0,3068
5499,915678,6.0,1841
5500,802326,9.0,4354
5501,482220,8.0,260
5502,686350,8.0,4782
5503,793483,1.0,2822
5504,716952,6.0,301
5505,663111,1.0,4344
5506,1047909,10.0,1654
5507,713415,7.0,2757
5508,660490,10.0,4968
5509,521868,4.0,555
5510,877275,3.0,1221
5512,1021720,7.0,4273
5513,1124127,2.0,1111
5514,1036166,2.0,209
5515,1088112,2.0,3443
5516,1076484,8.0,1973
5517,902541,8.0,4609
5518,545963,1.0,808
5519,918525,9.0,4641
5520,898840,9.0,4765
5521,885356,2.0,3151
5522,882713,6.0,644
5523,574460,7.0,415
5524,797500,5.0,1674
5525,882639,10.0,2211
5526,442396,8.0,785
5527,572349,9.0,3571
5528,1006889,3.0,2160
5530,535522,8.0,4822
5531,882840,8.0,1217
5532,992844,4.0,190
5533,854561,4.0,446
5534,1067703,10.0,484
5535,700690,6.0,4034
5536,1019581,7.0,2596
5537,546573,6.0,943
5539,358974,1.0,1607
5541,408635,8.0,2327
5542,573623,1.0,2598
5543,788371,2.0,3930
5544,468374,3.0,4665
5545,491936,6.0,4118
5546,678613,2.0,4877
5547,1122003,6.0,3516
5548,737830,6.0,2872
5549,887494,9.0,4580
5550,1122376,8.0,4051
5551,840860,1.0,668
5552,506776,9.0,1927
5553,874396,2.0,3821
5554,743416,5.0,3368
5555,590549,4.0,916
5556,940746,6.0,3830
5557,577646,7.0,2185
5558,359283,6.0,4621
5559,403131,10.0,1765
5560,359774,4.0,1271
5561,620994,1.0,1123
5562,454855,6.0,218
5563,981353,2.0,2938
5564,975740,6.0,4165
5565,493963,6.0,2524
5566,783494,8.0,4746
5567,729664,10.0,1638
5568,869300,8.0,4744
5569,592258,6.0,3961
5570,817438,1.0,2110
5571,1019964,1.0,4320
5572,496235,4.0,2939
5574,444667,6.0,4631
5575,938113,6.0,1046
5576,976565,10.0,3789
5577,1062343,6.0,1552
5578,388378,5.0,1561
5579,420341,1.0,4925
5580,785122,9.0,4606
5582,606774,6.0,4221
5583,943977,3.0,1967
5584,439255,6.0,3002
5585,414830,2.0,4438
5586,461194,6.0,1007
5587,1134075,7.0,2860
5588,657558,7.0,1937
5590,397571,6.0,3429
5591,1013139,1.0,467
5592,448759,8.0,4556
5593,792333,5.0,1272
5594,575406,1.0,1648
5595,877258,4.0,2280
5597,460158,5.0,520
5598,1090975,1.0,1016
5599,563011,1.0,3735
5601,811598,5.0,1128
5602,915281,8.0,4485
5603,1047402,1.0,4131
5605,982517,5.0,580
5606,924088,1.0,4195
5607,402734,9.0,570
5608,620169,4.0,1595
5609,562709,9.0,866
5610,738468,6.0,824
5612,978592,1.0,2088
5613,402428,6.0,3384
5614,545670,8.0,1100
5615,676975,5.0,4685
5616,586134,3.0,2788
5617,1079088,8.0,1384
5618,702450,7.0,3709
5619,617607,5.0,4093
5620,1111138,2.0,2374
5622,1075735,6.0,2136
5623,389968,6.0,1944
5625,507537,1.0,4599
5626,509240,6.0,2803
5627,1092045,8.0,3048
5628,725228,2.0,1215
5629,899317,3.0,1812
5631,864272,3.0,1800
5632,1095007,8.0,3680
5633,368781,3.0,4948
5634,910447,4.0,806
5635,668873,3.0,1202
5636,679497,2.0,1034
5637,730098,6.0,928
5638,911920,9.0,363
5639,474068,6.0,4313
5640,864664,5.0,1175
5641,426075,9.0,4053
5642,1054465,7.0,1331
5644,924111,1.0,1135
5645,951186,6.0,3936
5646,590099,1.0,4706
5647,419017,2.0,4205
5650,1008630,5.0,2885
5651,568657,8.0,1192
5653,670070,10.0,1736
5654,577350,10.0,2611
5655,729453,2.0,3116
5656,519684,7.0,2898
5657,708760,3.0,1685
5658,723331,4.0,3216
5659,989966,8.0,150
5660,423159,8.0,4490
5662,415834,3.0,1154
5663,459046,3.0,3289
5664,768963,9.0,2254
5665,962986,3.0,1384
5666,661638,5.0,2593
5667,893225,8.0,768
5668,555885,1.0,1693
5669,564815,9.0,848
5670,1031969,7.0,1103
5671,721318,10.0,402
5672,937354,9.0,4519
5673,817443,1.0,993
5674,409725,9.0,1848
5675,647153,7.0,303
5676,1086715,3.0,3137
5677,446356,1.0,3416
5678,455223,3.0,1243
5679,1015022,1.0,4525
5680,526785,2.0,1530
5681,837613,1.0,2244
5682,537528,4.0,1726
5683,981732,6.0,674
5684,597126,1.0,4025
5685,378071,7.0,2742
5686,1100346,8.0,1772
5687,660081,9.0,2998
5688,754196,5.0,1437
5691,839151,9.0,3343
5693,785021,4.0,3388
5694,1101378,7.0,3410
5695,831343,4.0,1471
5696,941892,3.0,3974
5697,955898,10.0,671
5698,605973,2.0,513
5699,851706,10.0,3801
5702,580169,8.0,2688
5703,359809,6.0,4292
5704,452007,1.0,3551
5705,562478,3.0,2929
5706,781928,1.0,4910
5707,911319,8.0,4815
5708,598793,3.0,4885
5709,562343,2.0,2696
5710,1031496,8.0,214
5711,1071995,1.0,918
5712,471071,4.0,3644
5713,486540,4.0,1701
5714,436753,2.0,346
5715,450900,9.0,2556
5716,370680,9.0,777
5717,672206,6.0,1857
5718,1053591,9.0,3676
5719,484110,8.0,704
5720,1022078,2.0,3007
5722,495401,10.0,2967
5723,417446,2.0,289
5724,1082791,1.0,1363
5725,613758,4.0,2302
5726,980760,7.0,3602
5727,450131,9.0,334
5728,656872,8.0,3048
5729,1002507,3.0,2803
5730,370694,10.0,4924
5731,1030752,2.0,4502
5732,1145140,1.0,4883
5733,1009774,4.0,2648
5734,872846,3.0,153
5735,374792,3.0,1462
5736,925807,9.0,4120
5737,1094311,2.0,176
5738,1136523,10.0,252
5739,993823,4.0,268
5740,1082651,8.0,4806
5741,921482,3.0,223
5742,801022,3.0,3992
5744,992183,2.0,206
5745,427949,8.0,2444
5746,416941,9.0,1320
5748,931280,4.0,4328
5749,1037370,3.0,4181
5750,384458,4.0,4066
5751,773486,6.0,4978
5752,723831,2.0,4903
5753,669040,4.0,1504
5754,1017036,3.0,1341
5755,1102172,4.0,2356
5756,755393,7.0,3623
5757,729751,9.0,4155
5758,573525,6.0,991
5759,462393,5.0,1627
5760,555611,8.0,1604
5761,1122852,2.0,470
5762,1051768,2.0,4799
5763,748606,2.0,4305
5764,964179,3.0,3447
5765,633471,6.0,3408
5766,475477,4.0,1250
5767,872571,1.0,2221
5769,634528,8.0,912
5770,664585,7.0,2488
5771,931228,3.0,3406
5773,691352,3.0,1572
5774,596357,6.0,1493
5775,963377,4.0,1449
5777,663129,7.0,3655
5778,364959,7.0,3758
5780,923912,5.0,313
5782,802670,2.0,2047
5783,850837,9.0,3777
5784,711234,7.0,4125
5785,662808,1.0,1766
5786,556336,1.0,1157
5787,537975,6.0,2142
5788,767243,1.0,3982
5789,1009104,9.0,2915
5791,1061673,8.0,3242
5792,785168,6.0,2304
5793,990393,5.0,3827
5794,564189,10.0,3480
5795,857017,6.0,213
5796,701540,9.0,4199
5797,656984,6.0,3741
5798,893443,8.0,4562
5799,789576,9.0,1328
5800,493211,3.0,162
5802,496047,2.0,4129
5803,593242,9.0,675
5804,1092142,10.0,2064
5805,382997,3.0,4230
5806,494038,6.0,1565
5807,1094294,1.0,2168
5808,809690,3.0,2800
5809,1026602,6.0,2132
5810,496276,1.0,1166
5811,969020,6.0,4172
5812,663062,2.0,1960
5813,1083917,3.0,3459
5814,421889,8.0,1706
5815,1033169,7.0,2620
5816,660287,5.0,3804
5817,844542,6.0,4457
5818,1083416,4.0,3776
5819,992732,3.0,615
5820,896733,10.0,232
5821,421820,8.0,3524
5822,937876,5.0,4839
5823,600305,1.0,576
5824,1088777,6.0,2796
5825,972923,6.0,1311
5826,366039,8.0,2313
5827,769378,2.0,1222
5828,541698,5.0,2778
5829,568875,7.0,2289
5830,1055525,7.0,350
5833,835383,2.0,3139
5834,462073,4.0,327
5835,884208,9.0,1848
5836,1077702,1.0,3604
5837,784012,10.0,2653
5838,396430,4.0,3197
5839,864669,5.0,1947
5840,1116682,5.0,290
5842,1078858,6.0,1110
5843,793989,10.0,2631
5844,459099,6.0,4664
5845,411995,6.0,2298
5846,706576,6.0,2240
5848,1050192,3.0,2885
5849,359485,7.0,1138
5850,1087388,6.0,2374
5851,428816,6.0,3556
5852,917181,10.0,310
5853,823236,6.0,463
5854,1148932,8.0,3550
5855,862944,6.0,4907
5856,1068041,2.0,2894
5857,853160,10.0,1398
5858,1103118,7.0,632
5859,474513,6.0,4182
5860,1133476,4.0,1640
5861,844432,4.0,2390
5862,1006384,3.0,1686
5863,845029,2.0,449
5864,961792,6.0,4277
5865,1117124,9.0,2087
5866,448491,5.0,4642
5867,1036056,3.0,3346
5869,516631,6.0,3453
5870,532453,4.0,4217
5871,857667,6.0,3939
5872,492213,6.0,1615
5873,636294,1.0,471
5874,774251,4.0,4862
5876,440998,6.0,636
5877,437597,7.0,4036
5878,708367,3.0,492
5879,1068425,5.0,2988
5880,866971,4.0,3414
5881,706156,8.0,3730
5882,391834,6.0,684
5883,558135,1.0,330
5885,932261,1.0,315
5886,446611,4.0,4043
5887,939379,8.0,4040
5888,511335,2.0,4827
5889,683293,9.0,801
5890,737138,6.0,491
5891,757439,6.0,2504
5892,571105,7.0,2345
5893,865582,5.0,915
5894,672694,3.0,2674
5895,427580,1.0,1933
5897,490246,4.0,4030
5898,623954,6.0,2738
5899,893956,2.0,1879
5900,1001787,3.0,2555
5901,848016,6.0,296
5902,477157,3.0,4292
5903,532966,10.0,882
5904,633231,3.0,1558
5905,447717,3.0,1015
5906,633392,2.0,4423
5907,878347,1.0,4542
5908,458413,10.0,1065
5909,408768,6.0,3512
5910,799309,7.0,3189
5911,1124923,6.0,1824
5912,1068634,5.0,2943
5913,885457,2.0,572
5914,1087696,6.0,3787
5915,985894,2.0,2621
5916,936887,2.0,1494
5917,917061,1.0,632
5918,838224,9.0,2376
5921,867356,2.0,4799
5922,361282,6.0,2720
5923,561506,8.0,4887
5924,1080987,1.0,4695
5925,1122482,1.0,2356
5926,483291,3.0,4785
5927,485735,6.0,363
5928,1147782,7.0,4808
5929,770496,5.0,3324
5930,1072515,8.0,463
5931,760679,1.0,3947
5932,687424,1.0,3811
5933,726690,3.0,3803
5934,375634,5.0,1099
5935,375583,3.0,3079
5936,852825,6.0,2299
5938,720316,10.0,1592
5941,962511,6.0,1797
5942,786444,7.0,1940
5943,441453,5.0,2534
5944,876770,2.0,1038
5945,1010701,2.0,1623
5947,1057684,2.0,4850
5948,371451,8.0,3045
5949,587241,9.0,251
5950,474560,9.0,1199
5951,388104,7.0,2598
5952,1036381,6.0,3261
5953,565971,5.0,2735
5954,504047,7.0,4613
5956,988258,9.0,3093
5957,540206,1.0,4848
5958,783298,5.0,3505
5959,1103334,2.0,3300
5960,381432,1.0,1426
5961,1140511,2.0,3552
5962,1027348,7.0,1998
5966,887568,6.0,4225
5967,433450,9.0,3444
5968,626586,5.0,4503
5969,479446,6.0,2720
5970,385801,9.0,2709
5971,708886,3.0,1082
5972,1046194,9.0,2255
5973,398670,6.0,3458
5974,770816,3.0,2656
5976,446950,7.0,263
5977,662238,2.0,571
5978,508062,4.0,1080
5979,923540,9.0,1780
5980,572106,7.0,3026
5981,787869,9.0,1276
5982,1124460,9.0,4943
5983,1096244,4.0,4150
5984,1003558,5.0,198
5985,963239,10.0,2779
5986,444340,7.0,2309
5988,433735,10.0,1850
5990,800169,6.0,3985
5991,1143805,1.0,4446
5992,1046827,9.0,3969
5994,1019718,10.0,2146
5995,1110362,8.0,307
5996,618621,9.0,1213
5997,1149657,4.0,563
5998,443730,3.0,3250
6000,603800,1.0,2908
6001,490910,9.0,2487
6002,555729,1.0,4709
6003,602114,6.0,3581
6004,696502,6.0,2809
6005,494957,2.0,596
6007,959980,2.0,1087
6008,623216,8.0,3709
6009,894428,6.0,3572
6010,468939,3.0,4903
6011,550736,2.0,4712
6012,1061956,6.0,1294
6013,638837,9.0,1462
6014,1139578,8.0,4849
6015,1092098,4.0,2961
6017,381223,3.0,1123
6019,587773,2.0,3804
6020,1090345,6.0,1391
6022,965262,3.0,2025
6023,852874,3.0,4160
6024,983699,3.0,2200
6025,1127093,5.0,4543
6026,611696,5.0,3287
6027,710267,5.0,3370
6028,624243,10.0,307
6029,901757,7.0,4986
6030,494545,7.0,603
6031,887800,7.0,408
6032,948143,3.0,2308
6033,694222,6.0,2833
6035,941868,7.0,1805
6036,457613,6.0,3078
6037,859612,5.0,4598
6038,406497,6.0,4325
6040,1032296,9.0,3129
6041,918079,5.0,4845
6042,861664,9.0,4639
6043,457624,1.0,3934
6044,455658,4.0,3704
6046,446639,10.0,813
6047,454094,2.0,1958
6048,719556,8.0,2107
6050,574796,2.0,4429
6052,618802,2.0,2063
6053,771179,10.0,3430
6054,392705,3.0,4075
6055,908390,10.0,470
6057,618445,8.0,981
6058,425657,8.0,4413
6060,745542,10.0,1593
6061,453295,9.0,2215
6062,467923,9.0,455
6063,489881,3.0,3350
6064,896319,6.0,285
6065,802873,6.0,1040
6066,1039628,7.0,626
6067,455339,3.0,4011
6068,1143236,6.0,3426
6069,849582,6.0,2289
6070,673042,7.0,1125
6071,385014,5.0,4786
6072,955233,2.0,439
6073,691362,5.0,3408
6076,555396,2.0,3490
6077,1094930,9.0,593
6078,1125031,8.0,4823
6079,354512,9.0,4584
6080,595605,5.0,1981
6082,1042718,9.0,3196
6083,643393,1.0,2216
6084,1091014,9.0,1786
6086,1087581,9.0,1768
6087,1048928,1.0,211
6088,740175,4.0,4768
6089,413950,8.0,2967
6091,536086,2.0,710
6093,454780,4.0,3262
6094,900170,9.0,2183
6095,940803,1.0,4303
6096,845213,5.0,1791
6098,864452,4.0,1264
6099,681081,3.0,4076
6100,432064,6.0,210
6101,837264,2.0,2045
6102,962135,3.0,3550
6105,428265,6.0,4878
6106,1102837,2.0,1354
6107,350572,6.0,3858
6108,1058356,1.0,3111
6109,1010946,2.0,777
6110,596074,1.0,2003
6111,766102,4.0,807
6113,967097,3.0,1865
6114,431057,4.0,3747
6115,925268,2.0,2323
6116,395825,7.0,3062
6117,387895,7.0,2511
6119,641317,8.0,1942
6120,560462,5.0,4368
6121,809447,2.0,4731
6122,350056,1.0,4994
6123,953967,8.0,2096
6124,840502,2.0,1862
6125,882348,7.0,3160
6126,877139,9.0,2250
6127,845653,6.0,1848
6128,919038,5.0,1597
6129,705067,2.0,152
6130,410093,2.0,523
6131,796579,1.0,4433
6132,847607,6.0,1537
6133,569095,3.0,2490
6134,772277,1.0,2099
6136,1073851,2.0,675
6137,948867,6.0,1952
6138,1068529,2.0,2403
6139,596285,5.0,2015
6140,960313,5.0,2557
6141,1136275,1.0,1670
6142,459810,4.0,1346
6143,639578,9.0,2696
6144,451405,10.0,3684
6145,687927,9.0,2142
6146,365632,1.0,4399
6147,1137364,1.0,1522
6148,740174,9.0,1164
6149,861739,6.0,209
6150,822575,5.0,1992
6153,397308,6.0,869
6155,455755,1.0,4834
6156,932072,1.0,3138
6157,865256,9.0,4659
6158,742039,3.0,2953
6159,461664,10.0,4961
6160,1110788,2.0,2140
6161,854926,5.0,3262
6162,1074714,3.0,3485
6163,457687,9.0,2102
6164,518906,4.0,2354
6165,906591,8.0,1674
6166,374918,6.0,2704
6167,1046782,3.0,4485
6168,774407,7.0,4868
6169,954366,6.0,2558
6170,488350,7.0,4946
6171,954556,1.0,227
6172,1064573,2.0,3103
6173,930389,4.0,4567
6174,621815,1.0,3775
6175,896328,6.0,448
6176,596038,2.0,3213
6177,603928,3.0,2875
6178,552232,8.0,2785
6179,430496,9.0,687
6180,997981,9.0,542
6181,1003221,1.0,162
6182,1091020,6.0,4123
6183,780242,1.0,1167
6184,539421,3.0,2737
6185,877268,2.0,2262
6186,719274,4.0,4927
6187,1074062,9.0,1715
6188,805795,6.0,1055
6189,1050945,3.0,4333
6190,428287,4.0,2818
6191,765323,9.0,2476
6192,727305,3.0,2807
6193,748283,6.0,774
6194,877366,5.0,3028
6196,627094,8.0,1478
6197,658256,6.0,3067
6198,1137606,2.0,802
6200,894173,9.0,1934
6202,881839,6.0,1941
6203,984693,1.0,299
6204,370489,6.0,3003
6205,875746,5.0,1655
6206,448871,1.0,2662
6207,888267,2.0,274
6208,691876,9.0,3305
6209,1118328,2.0,3704
